"Comas";"Ile";"TrancheAge";"Sexe";"StatutMarital";"StatutOccupation";"StatutMaritalFreq";"AgeMin";"AgeMax"
"Mataura";"Tubuai";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,512096774193548;0;13
"Mataura";"Tubuai";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,40625;14;19
"Mataura";"Tubuai";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,59375;14;19
"Mataura";"Tubuai";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,397129186602871;20;29
"Mataura";"Tubuai";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,602870813397129;20;29
"Mataura";"Tubuai";"30 - 39 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,5;30;39
"Mataura";"Tubuai";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,5;30;39
"Mataura";"Tubuai";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,471014492753623;40;49
"Mataura";"Tubuai";"40 - 49 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,528985507246377;40;49
"Mataura";"Tubuai";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,465346534653465;50;59
"Mataura";"Tubuai";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,534653465346535;50;59
"Mataura";"Tubuai";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,521008403361345;60;150
"Mataura";"Tubuai";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,478991596638655;60;150
"Maupiti";"Manuae (Scilly)";"14 - 19 ans";"Femme";"Célibataire";"Non renseigné";0,5;14;19
"Maupiti";"Manuae (Scilly)";"14 - 19 ans";"Homme";"Célibataire";"Non renseigné";0,5;14;19
"Maupiti";"Manuae (Scilly)";"20 - 29 ans";"Femme";"Célibataire";"Non renseigné";0,0909090909090909;20;29
"Maupiti";"Manuae (Scilly)";"20 - 29 ans";"Homme";"Célibataire";"Non renseigné";0,909090909090909;20;29
"Maupiti";"Manuae (Scilly)";"30 - 39 ans";"Homme";"Célibataire";"Non renseigné";1;30;39
"Maupiti";"Manuae (Scilly)";"50 - 59 ans";"Homme";"Célibataire";"Non renseigné";1;50;59
"Maupiti";"Maupihaa (Mopelia)";"0 - 13 ans";"Homme";"Non concerné";"Logé gratuitement (parents, amis, employeurs)";1;0;13
"Maupiti";"Maupihaa (Mopelia)";"20 - 29 ans";"Femme";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,5;20;29
"Maupiti";"Maupihaa (Mopelia)";"20 - 29 ans";"Homme";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,5;20;29
"Maupiti";"Maupihaa (Mopelia)";"30 - 39 ans";"Femme";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,5;30;39
"Maupiti";"Maupihaa (Mopelia)";"30 - 39 ans";"Homme";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,5;30;39
"Maupiti";"Maupihaa (Mopelia)";"40 - 49 ans";"Femme";"Marié(e)";"Logé gratuitement (parents, amis, employeurs)";1;40;49
"Maupiti";"Maupihaa (Mopelia)";"50 - 59 ans";"Homme";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";1;50;59
"Maupiti";"Maupiti";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,470588235294118;0;13
"Maupiti";"Maupiti";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,529411764705882;0;13
"Maupiti";"Maupiti";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,543307086614173;14;19
"Maupiti";"Maupiti";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,456692913385827;14;19
"Maupiti";"Maupiti";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,486910994764398;20;29
"Maupiti";"Maupiti";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,513089005235602;20;29
"Maupiti";"Maupiti";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,497076023391813;30;39
"Maupiti";"Maupiti";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,502923976608187;30;39
"Maupiti";"Maupiti";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,467065868263473;40;49
"Maupiti";"Maupiti";"40 - 49 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,532934131736527;40;49
"Maupiti";"Maupiti";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,475247524752475;50;59
"Maupiti";"Maupiti";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,524752475247525;50;59
"Maupiti";"Maupiti";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,461538461538462;60;150
"Maupiti";"Maupiti";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,538461538461538;60;150
"Moerai";"Rurutu";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,439516129032258;0;13
"Moerai";"Rurutu";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,560483870967742;0;13
"Moerai";"Rurutu";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,419047619047619;14;19
"Moerai";"Rurutu";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,580952380952381;14;19
"Moerai";"Rurutu";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,469798657718121;20;29
"Moerai";"Rurutu";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,530201342281879;20;29
"Moerai";"Rurutu";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,486842105263158;30;39
"Moerai";"Rurutu";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,513157894736842;30;39
"Moerai";"Rurutu";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,532163742690059;40;49
"Moerai";"Rurutu";"40 - 49 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,467836257309941;40;49
"Moerai";"Rurutu";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,430656934306569;50;59
"Moerai";"Rurutu";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,569343065693431;50;59
"Moerai";"Rurutu";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,468468468468468;60;150
"Moerai";"Rurutu";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,531531531531532;60;150
"Moerai";"Rurutu";;"Femme";"Veuf,veuve";"Propriétaire du sol et du logement";1;;150
"Mutuaura";"Rimatara";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,481012658227848;0;13
"Mutuaura";"Rimatara";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,518987341772152;0;13
"Mutuaura";"Rimatara";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,684210526315789;14;19
"Mutuaura";"Rimatara";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,315789473684211;14;19
"Mutuaura";"Rimatara";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,52;20;29
"Mutuaura";"Rimatara";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,48;20;29
"Mutuaura";"Rimatara";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,419354838709677;30;39
"Mutuaura";"Rimatara";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,580645161290323;30;39
"Mutuaura";"Rimatara";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,4;40;49
"Mutuaura";"Rimatara";"40 - 49 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,6;40;49
"Mutuaura";"Rimatara";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,516129032258065;50;59
"Mutuaura";"Rimatara";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,483870967741935;50;59
"Mutuaura";"Rimatara";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,476190476190476;60;150
"Mutuaura";"Rimatara";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,523809523809524;60;150
"Napuka";"Napuka";"0 - 13 ans";"Femme";"Non concerné";"Logé gratuitement (parents, amis, employeurs)";0,522222222222222;0;13
"Napuka";"Napuka";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,477777777777778;0;13
"Napuka";"Napuka";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,391304347826087;14;19
"Napuka";"Napuka";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,608695652173913;14;19
"Napuka";"Napuka";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,476923076923077;20;29
"Napuka";"Napuka";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,523076923076923;20;29
"Napuka";"Napuka";"30 - 39 ans";"Femme";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,411764705882353;30;39
"Napuka";"Napuka";"30 - 39 ans";"Homme";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,588235294117647;30;39
"Napuka";"Napuka";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,484848484848485;40;49
"Napuka";"Napuka";"40 - 49 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,515151515151515;40;49
"Napuka";"Napuka";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,393939393939394;50;59
"Napuka";"Napuka";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,606060606060606;50;59
"Napuka";"Napuka";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,333333333333333;60;150
"Napuka";"Napuka";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,666666666666667;60;150
"Niau";"Niau";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,530612244897959;0;13
"Niau";"Niau";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,469387755102041;0;13
"Niau";"Niau";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,541666666666667;14;19
"Niau";"Niau";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,458333333333333;14;19
"Niau";"Niau";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,428571428571429;20;29
"Niau";"Niau";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,571428571428571;20;29
"Niau";"Niau";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,555555555555556;30;39
"Niau";"Niau";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,444444444444444;30;39
"Niau";"Niau";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,40625;40;49
"Niau";"Niau";"40 - 49 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,59375;40;49
"Niau";"Niau";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,5;50;59
"Niau";"Niau";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,5;50;59
"Niau";"Niau";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,454545454545455;60;150
"Niau";"Niau";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,545454545454545;60;150
"Niua";"Tahaa";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,462962962962963;0;13
"Niua";"Tahaa";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,537037037037037;0;13
"Niua";"Tahaa";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,430555555555556;14;19
"Niua";"Tahaa";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,569444444444444;14;19
"Niua";"Tahaa";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,457627118644068;20;29
"Niua";"Tahaa";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,542372881355932;20;29
"Niua";"Tahaa";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,428571428571429;30;39
"Niua";"Tahaa";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,571428571428571;30;39
"Niua";"Tahaa";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,5375;40;49
"Niua";"Tahaa";"40 - 49 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,4625;40;49
"Niua";"Tahaa";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,422535211267606;50;59
"Niua";"Tahaa";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,577464788732394;50;59
"Niua";"Tahaa";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,514851485148515;60;150
"Niua";"Tahaa";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,485148514851485;60;150
"Niua";"Tahaa";;"Femme";"Veuf,veuve";"Propriétaire du sol et du logement";1;;150
"Nukutavake";"Nukutavake";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,538461538461538;0;13
"Nukutavake";"Nukutavake";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,461538461538462;0;13
"Nukutavake";"Nukutavake";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,590909090909091;14;19
"Nukutavake";"Nukutavake";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,409090909090909;14;19
"Nukutavake";"Nukutavake";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,375;20;29
"Nukutavake";"Nukutavake";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,625;20;29
"Nukutavake";"Nukutavake";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,571428571428571;30;39
"Nukutavake";"Nukutavake";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,428571428571429;30;39
"Nukutavake";"Nukutavake";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,333333333333333;40;49
"Nukutavake";"Nukutavake";"40 - 49 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,666666666666667;40;49
"Nukutavake";"Nukutavake";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,444444444444444;50;59
"Nukutavake";"Nukutavake";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,555555555555556;50;59
"Nukutavake";"Nukutavake";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,444444444444444;60;150
"Nukutavake";"Nukutavake";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,555555555555556;60;150
"Nunue";"Bora Bora";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,469924812030075;0;13
"Nunue";"Bora Bora";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,530075187969925;0;13
"Nunue";"Bora Bora";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,458891013384321;14;19
"Nunue";"Bora Bora";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,541108986615679;14;19
"Nunue";"Bora Bora";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,487487487487487;20;29
"Nunue";"Bora Bora";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,512512512512513;20;29
"Nunue";"Bora Bora";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,483103879849812;30;39
"Nunue";"Bora Bora";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,516896120150188;30;39
"Nunue";"Bora Bora";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,475274725274725;40;49
"Nunue";"Bora Bora";"40 - 49 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,524725274725275;40;49
"Nunue";"Bora Bora";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,438256658595642;50;59
"Nunue";"Bora Bora";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,561743341404358;50;59
"Nunue";"Bora Bora";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,5;60;150
"Nunue";"Bora Bora";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,5;60;150
"Nunue";"Tupai";"20 - 29 ans";"Femme";"Célibataire";"Locataire du logement, loué meublé";1;20;29
"Nunue";"Tupai";"40 - 49 ans";"Homme";"Célibataire";"Locataire du logement, loué meublé";1;40;49
"Opoa";"Raiatea";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,492537313432836;0;13
"Opoa";"Raiatea";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,507462686567164;0;13
"Opoa";"Raiatea";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,581560283687943;14;19
"Opoa";"Raiatea";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,418439716312057;14;19
"Opoa";"Raiatea";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,528795811518325;20;29
"Opoa";"Raiatea";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,471204188481675;20;29
"Opoa";"Raiatea";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,483516483516484;30;39
"Opoa";"Raiatea";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,516483516483517;30;39
"Opoa";"Raiatea";"40 - 49 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,416666666666667;40;49
"Opoa";"Raiatea";"40 - 49 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,583333333333333;40;49
"Opoa";"Raiatea";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,4921875;50;59
"Opoa";"Raiatea";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,5078125;50;59
"Opoa";"Raiatea";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,502890173410405;60;150
"Opoa";"Raiatea";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,497109826589595;60;150
"Paea";"Tahiti";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,476570635196112;0;13
"Paea";"Tahiti";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,523429364803888;0;13
"Paea";"Tahiti";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,496747967479675;14;19
"Paea";"Tahiti";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,503252032520325;14;19
"Paea";"Tahiti";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,507259528130672;20;29
"Paea";"Tahiti";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,492740471869329;20;29
"Paea";"Tahiti";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,49445324881141;30;39
"Paea";"Tahiti";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,505546751188589;30;39
"Paea";"Tahiti";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,490597345132743;40;49
"Paea";"Tahiti";"40 - 49 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,509402654867257;40;49
"Paea";"Tahiti";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,470633693972179;50;59
"Paea";"Tahiti";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,529366306027821;50;59
"Paea";"Tahiti";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,511666666666667;60;150
"Paea";"Tahiti";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,488333333333333;60;150
"Paea";"Tahiti";;"Femme";"Veuf,veuve";"Propriétaire du sol et du logement";1;;150
"Paopao";"Moorea";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,461397058823529;0;13
"Paopao";"Moorea";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,538602941176471;0;13
"Paopao";"Moorea";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,474452554744526;14;19
"Paopao";"Moorea";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,525547445255474;14;19
"Paopao";"Moorea";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,50748502994012;20;29
"Paopao";"Moorea";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,49251497005988;20;29
"Paopao";"Moorea";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,508005822416303;30;39
"Paopao";"Moorea";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,491994177583697;30;39
"Paopao";"Moorea";"40 - 49 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,475069252077562;40;49
"Paopao";"Moorea";"40 - 49 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,524930747922438;40;49
"Paopao";"Moorea";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,460921843687375;50;59
"Paopao";"Moorea";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,539078156312625;50;59
"Paopao";"Moorea";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,517857142857143;60;150
"Paopao";"Moorea";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,482142857142857;60;150
"Paopao";"Moorea";;"Femme";"Marié(e)";"Logé gratuitement (parents, amis, employeurs)";1;;150
"Papara";"Tahiti";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,487965838509317;0;13
"Papara";"Tahiti";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,512034161490683;0;13
"Papara";"Tahiti";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,498384491114701;14;19
"Papara";"Tahiti";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,501615508885299;14;19
"Papara";"Tahiti";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,489583333333333;20;29
"Papara";"Tahiti";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,510416666666667;20;29
"Papara";"Tahiti";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,508599508599509;30;39
"Papara";"Tahiti";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,491400491400491;30;39
"Papara";"Tahiti";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,48944099378882;40;49
"Papara";"Tahiti";"40 - 49 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,51055900621118;40;49
"Papara";"Tahiti";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,463594470046083;50;59
"Papara";"Tahiti";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,536405529953917;50;59
"Papara";"Tahiti";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,489715964740451;60;150
"Papara";"Tahiti";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,510284035259549;60;150
"Papara";"Tahiti";;"Femme";"Veuf,veuve";"Propriétaire du sol et du logement";1;;150
"Papeari";"Tahiti";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,476311336717428;0;13
"Papeari";"Tahiti";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,523688663282572;0;13
"Papeari";"Tahiti";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,478011472275335;14;19
"Papeari";"Tahiti";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,521988527724665;14;19
"Papeari";"Tahiti";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,496031746031746;20;29
"Papeari";"Tahiti";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,503968253968254;20;29
"Papeari";"Tahiti";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,479228486646884;30;39
"Papeari";"Tahiti";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,520771513353116;30;39
"Papeari";"Tahiti";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,502881844380404;40;49
"Papeari";"Tahiti";"40 - 49 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,497118155619597;40;49
"Papeari";"Tahiti";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,45766590389016;50;59
"Papeari";"Tahiti";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,54233409610984;50;59
"Papeari";"Tahiti";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,511278195488722;60;150
"Papeari";"Tahiti";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,488721804511278;60;150
"Papeete";"Tahiti";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,475102192493497;0;13
"Papeete";"Tahiti";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,524897807506503;0;13
"Papeete";"Tahiti";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,500184842883549;14;19
"Papeete";"Tahiti";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,499815157116451;14;19
"Papeete";"Tahiti";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,505556766179996;20;29
"Papeete";"Tahiti";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,494443233820004;20;29
"Papeete";"Tahiti";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,485920757538002;30;39
"Papeete";"Tahiti";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,514079242461999;30;39
"Papeete";"Tahiti";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,496728462377317;40;49
"Papeete";"Tahiti";"40 - 49 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,503271537622683;40;49
"Papeete";"Tahiti";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,502577319587629;50;59
