"Comas";"Ile";"Sexe";"TrancheAge";"CS8";"Menages";"Individus";"ResidencesPrincipales";"PopMoyenneMenage"
"Papeete";"Tahiti";"Hommes";"80 ans et plus";"Employés";2;2;2;1,5
"Papeete";"Tahiti";"Hommes";"80 ans et plus";"Ouvriers";4;4;4;5
"Papeete";"Tahiti";"Hommes";"80 ans et plus";"Sans emploi";76;130;76;1,97368421052632
"Papeete";"Tahiti";"Femmes";"0-9 ans";"Né après le 22/08/1998";;1802;;
"Papeete";"Tahiti";"Femmes";"10-19 ans";"Artisans, commerçants et chefs d'entreprise";;1;;
"Papeete";"Tahiti";"Femmes";"10-19 ans";"Cadres et professions intellectuelles supérieures";;2;;
"Papeete";"Tahiti";"Femmes";"10-19 ans";"Professions intermédiaires";1;3;1;1
"Papeete";"Tahiti";"Femmes";"10-19 ans";"Employés";4;20;4;2,75
"Papeete";"Tahiti";"Femmes";"10-19 ans";"Ouvriers";;3;;
"Papeete";"Tahiti";"Femmes";"10-19 ans";"Sans emploi";8;1242;8;1,5
"Papeete";"Tahiti";"Femmes";"10-19 ans";"Né après le 22/08/1998";;837;;
"Papeete";"Tahiti";"Femmes";"20-29 ans";"Agriculteurs exploitants";;1;;
"Papeete";"Tahiti";"Femmes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";9;44;9;2,77777777777778
"Papeete";"Tahiti";"Femmes";"20-29 ans";"Cadres et professions intellectuelles supérieures";19;68;19;2,31578947368421
"Papeete";"Tahiti";"Femmes";"20-29 ans";"Professions intermédiaires";30;176;30;2,93333333333333
"Papeete";"Tahiti";"Femmes";"20-29 ans";"Employés";114;556;114;3,26315789473684
"Papeete";"Tahiti";"Femmes";"20-29 ans";"Ouvriers";18;103;18;3,61111111111111
"Papeete";"Tahiti";"Femmes";"20-29 ans";"Sans emploi";70;1372;70;2,87142857142857
"Papeete";"Tahiti";"Femmes";"30-39 ans";"Agriculteurs exploitants";;2;;
"Papeete";"Tahiti";"Femmes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";27;86;27;3,11111111111111
"Papeete";"Tahiti";"Femmes";"30-39 ans";"Cadres et professions intellectuelles supérieures";45;144;45;2,11111111111111
"Papeete";"Tahiti";"Femmes";"30-39 ans";"Professions intermédiaires";83;270;83;2,39759036144578
"Papeete";"Tahiti";"Femmes";"30-39 ans";"Employés";172;648;172;3,38953488372093
"Papeete";"Tahiti";"Femmes";"30-39 ans";"Ouvriers";38;138;38;3,68421052631579
"Papeete";"Tahiti";"Femmes";"30-39 ans";"Sans emploi";54;662;54;2,96296296296296
"Papeete";"Tahiti";"Femmes";"40-49 ans";"Agriculteurs exploitants";;1;;
"Papeete";"Tahiti";"Femmes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";38;102;38;3,15789473684211
"Papeete";"Tahiti";"Femmes";"40-49 ans";"Cadres et professions intellectuelles supérieures";45;124;45;2,37777777777778
"Papeete";"Tahiti";"Femmes";"40-49 ans";"Professions intermédiaires";79;214;79;2,60759493670886
"Papeete";"Tahiti";"Femmes";"40-49 ans";"Employés";194;549;194;3,25773195876289
"Papeete";"Tahiti";"Femmes";"40-49 ans";"Ouvriers";45;147;45;3,95555555555556
"Papeete";"Tahiti";"Femmes";"40-49 ans";"Sans emploi";41;685;41;2,78048780487805
"Papeete";"Tahiti";"Femmes";"50-59 ans";"Agriculteurs exploitants";4;5;4;3
"Papeete";"Tahiti";"Femmes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";29;64;29;2,86206896551724
"Papeete";"Tahiti";"Femmes";"50-59 ans";"Cadres et professions intellectuelles supérieures";50;81;50;1,92
"Papeete";"Tahiti";"Femmes";"50-59 ans";"Professions intermédiaires";54;114;54;2,16666666666667
"Papeete";"Tahiti";"Femmes";"50-59 ans";"Employés";106;300;106;3,04716981132075
"Papeete";"Tahiti";"Femmes";"50-59 ans";"Ouvriers";27;65;27;3,2962962962963
"Papeete";"Tahiti";"Femmes";"50-59 ans";"Sans emploi";45;736;45;1,68888888888889
"Papeete";"Tahiti";"Femmes";"60-69 ans";"Agriculteurs exploitants";1;1;1;1
"Papeete";"Tahiti";"Femmes";"60-69 ans";"Artisans, commerçants et chefs d'entreprise";11;24;11;2,18181818181818
"Papeete";"Tahiti";"Femmes";"60-69 ans";"Cadres et professions intellectuelles supérieures";9;16;9;1,77777777777778
"Papeete";"Tahiti";"Femmes";"60-69 ans";"Professions intermédiaires";10;18;10;2
"Papeete";"Tahiti";"Femmes";"60-69 ans";"Employés";19;32;19;1,89473684210526
"Papeete";"Tahiti";"Femmes";"60-69 ans";"Ouvriers";2;4;2;1,5
"Papeete";"Tahiti";"Femmes";"60-69 ans";"Sans emploi";109;618;109;1,1743119266055
"Papeete";"Tahiti";"Femmes";"70-79 ans";"Artisans, commerçants et chefs d'entreprise";5;8;5;1,2
"Papeete";"Tahiti";"Femmes";"70-79 ans";"Cadres et professions intellectuelles supérieures";;3;;
"Papeete";"Tahiti";"Femmes";"70-79 ans";"Professions intermédiaires";1;1;1;1
"Papeete";"Tahiti";"Femmes";"70-79 ans";"Employés";2;2;2;1
"Papeete";"Tahiti";"Femmes";"70-79 ans";"Ouvriers";;1;;
"Papeete";"Tahiti";"Femmes";"70-79 ans";"Sans emploi";98;442;98;1,18367346938776
"Papeete";"Tahiti";"Femmes";"80 ans et plus";"Artisans, commerçants et chefs d'entreprise";3;3;3;1,66666666666667
"Papeete";"Tahiti";"Femmes";"80 ans et plus";"Employés";;1;;
"Papeete";"Tahiti";"Femmes";"80 ans et plus";"Sans emploi";84;251;84;1,25
"Pirae";"Tahiti";"Hommes";"0-9 ans";"Né après le 22/08/1998";;1037;;
"Pirae";"Tahiti";"Hommes";"10-19 ans";"Artisans, commerçants et chefs d'entreprise";;2;;
"Pirae";"Tahiti";"Hommes";"10-19 ans";"Cadres et professions intellectuelles supérieures";;1;;
"Pirae";"Tahiti";"Hommes";"10-19 ans";"Employés";;6;;
"Pirae";"Tahiti";"Hommes";"10-19 ans";"Ouvriers";3;15;3;5,33333333333333
"Pirae";"Tahiti";"Hommes";"10-19 ans";"Sans emploi";20;642;20;3,5
"Pirae";"Tahiti";"Hommes";"10-19 ans";"Né après le 22/08/1998";;495;;
"Pirae";"Tahiti";"Hommes";"20-29 ans";"Agriculteurs exploitants";4;8;4;4,75
"Pirae";"Tahiti";"Hommes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";17;36;17;3,76470588235294
"Pirae";"Tahiti";"Hommes";"20-29 ans";"Cadres et professions intellectuelles supérieures";26;37;26;2,76923076923077
"Pirae";"Tahiti";"Hommes";"20-29 ans";"Professions intermédiaires";58;84;58;3,32758620689655
"Pirae";"Tahiti";"Hommes";"20-29 ans";"Employés";100;197;100;3,72
"Pirae";"Tahiti";"Hommes";"20-29 ans";"Ouvriers";100;221;100;4,92
"Pirae";"Tahiti";"Hommes";"20-29 ans";"Sans emploi";90;620;90;4,11111111111111
"Pirae";"Tahiti";"Hommes";"30-39 ans";"Agriculteurs exploitants";11;11;11;4,72727272727273
"Pirae";"Tahiti";"Hommes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";71;81;71;3,76056338028169
"Pirae";"Tahiti";"Hommes";"30-39 ans";"Cadres et professions intellectuelles supérieures";113;125;113;3,21238938053097
"Pirae";"Tahiti";"Hommes";"30-39 ans";"Professions intermédiaires";127;154;127;3,55905511811024
"Pirae";"Tahiti";"Hommes";"30-39 ans";"Employés";158;224;158;4,32911392405063
"Pirae";"Tahiti";"Hommes";"30-39 ans";"Ouvriers";192;262;192;5,61979166666667
"Pirae";"Tahiti";"Hommes";"30-39 ans";"Sans emploi";58;232;58;3,63793103448276
"Pirae";"Tahiti";"Hommes";"40-49 ans";"Agriculteurs exploitants";10;12;10;4
"Pirae";"Tahiti";"Hommes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";84;92;84;4,42857142857143
"Pirae";"Tahiti";"Hommes";"40-49 ans";"Cadres et professions intellectuelles supérieures";150;156;150;3,75333333333333
"Pirae";"Tahiti";"Hommes";"40-49 ans";"Professions intermédiaires";120;136;120;3,95833333333333
"Pirae";"Tahiti";"Hommes";"40-49 ans";"Employés";177;208;177;5,1864406779661
"Pirae";"Tahiti";"Hommes";"40-49 ans";"Ouvriers";190;236;190;5,92631578947368
"Pirae";"Tahiti";"Hommes";"40-49 ans";"Sans emploi";48;195;48;3,20833333333333
"Pirae";"Tahiti";"Hommes";"50-59 ans";"Agriculteurs exploitants";6;6;6;4,66666666666667
"Pirae";"Tahiti";"Hommes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";75;78;75;3,38666666666667
"Pirae";"Tahiti";"Hommes";"50-59 ans";"Cadres et professions intellectuelles supérieures";100;102;100;2,98
"Pirae";"Tahiti";"Hommes";"50-59 ans";"Professions intermédiaires";91;95;91;3
"Pirae";"Tahiti";"Hommes";"50-59 ans";"Employés";112;120;112;4,375
"Pirae";"Tahiti";"Hommes";"50-59 ans";"Ouvriers";95;105;95;5,09473684210526
"Pirae";"Tahiti";"Hommes";"50-59 ans";"Sans emploi";77;262;77;3,23376623376623
"Pirae";"Tahiti";"Hommes";"60-69 ans";"Agriculteurs exploitants";2;2;2;2
"Pirae";"Tahiti";"Hommes";"60-69 ans";"Artisans, commerçants et chefs d'entreprise";37;37;37;3,37837837837838
"Pirae";"Tahiti";"Hommes";"60-69 ans";"Cadres et professions intellectuelles supérieures";25;26;25;2,6
"Pirae";"Tahiti";"Hommes";"60-69 ans";"Professions intermédiaires";15;15;15;2,6
"Pirae";"Tahiti";"Hommes";"60-69 ans";"Employés";14;14;14;3,64285714285714
"Pirae";"Tahiti";"Hommes";"60-69 ans";"Ouvriers";11;11;11;3,90909090909091
"Pirae";"Tahiti";"Hommes";"60-69 ans";"Sans emploi";149;368;149;2,32885906040268
"Pirae";"Tahiti";"Hommes";"70-79 ans";"Agriculteurs exploitants";2;2;2;3
"Pirae";"Tahiti";"Hommes";"70-79 ans";"Artisans, commerçants et chefs d'entreprise";16;16;16;2,5
"Pirae";"Tahiti";"Hommes";"70-79 ans";"Cadres et professions intellectuelles supérieures";4;4;4;2,5
"Pirae";"Tahiti";"Hommes";"70-79 ans";"Employés";2;2;2;2
"Pirae";"Tahiti";"Hommes";"70-79 ans";"Ouvriers";2;2;2;2
"Pirae";"Tahiti";"Hommes";"70-79 ans";"Sans emploi";126;254;126;2,19047619047619
"Pirae";"Tahiti";"Hommes";"80 ans et plus";"Artisans, commerçants et chefs d'entreprise";2;2;2;2
"Pirae";"Tahiti";"Hommes";"80 ans et plus";"Cadres et professions intellectuelles supérieures";3;3;3;1
"Pirae";"Tahiti";"Hommes";"80 ans et plus";"Professions intermédiaires";1;1;1;5
"Pirae";"Tahiti";"Hommes";"80 ans et plus";"Sans emploi";46;77;46;2,15217391304348
"Pirae";"Tahiti";"Femmes";"0-9 ans";"Né après le 22/08/1998";;977;;
"Pirae";"Tahiti";"Femmes";"10-19 ans";"Cadres et professions intellectuelles supérieures";;1;;
"Pirae";"Tahiti";"Femmes";"10-19 ans";"Employés";1;3;1;10
"Pirae";"Tahiti";"Femmes";"10-19 ans";"Sans emploi";5;609;5;1,8
"Pirae";"Tahiti";"Femmes";"10-19 ans";"Né après le 22/08/1998";;472;;
"Pirae";"Tahiti";"Femmes";"20-29 ans";"Agriculteurs exploitants";;2;;
"Pirae";"Tahiti";"Femmes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";3;17;3;3
"Pirae";"Tahiti";"Femmes";"20-29 ans";"Cadres et professions intellectuelles supérieures";8;42;8;2,875
"Pirae";"Tahiti";"Femmes";"20-29 ans";"Professions intermédiaires";19;109;19;3,15789473684211
"Pirae";"Tahiti";"Femmes";"20-29 ans";"Employés";45;265;45;3,95555555555556
"Pirae";"Tahiti";"Femmes";"20-29 ans";"Ouvriers";5;40;5;5,4
"Pirae";"Tahiti";"Femmes";"20-29 ans";"Sans emploi";26;719;26;3,07692307692308
"Pirae";"Tahiti";"Femmes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";7;49;7;2,85714285714286
"Pirae";"Tahiti";"Femmes";"30-39 ans";"Cadres et professions intellectuelles supérieures";24;98;24;2,25
"Pirae";"Tahiti";"Femmes";"30-39 ans";"Professions intermédiaires";47;161;47;2,78723404255319
"Pirae";"Tahiti";"Femmes";"30-39 ans";"Employés";77;327;77;3,8961038961039
"Pirae";"Tahiti";"Femmes";"30-39 ans";"Ouvriers";10;60;10;5
"Pirae";"Tahiti";"Femmes";"30-39 ans";"Sans emploi";12;377;12;3,41666666666667
"Pirae";"Tahiti";"Femmes";"40-49 ans";"Agriculteurs exploitants";;3;;
"Pirae";"Tahiti";"Femmes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";12;66;12;2,91666666666667
"Pirae";"Tahiti";"Femmes";"40-49 ans";"Cadres et professions intellectuelles supérieures";17;87;17;2,58823529411765
"Pirae";"Tahiti";"Femmes";"40-49 ans";"Professions intermédiaires";46;131;46;3,19565217391304
"Pirae";"Tahiti";"Femmes";"40-49 ans";"Employés";78;304;78;3,57692307692308
"Pirae";"Tahiti";"Femmes";"40-49 ans";"Ouvriers";12;54;12;3,83333333333333
"Pirae";"Tahiti";"Femmes";"40-49 ans";"Sans emploi";16;301;16;2,25
"Pirae";"Tahiti";"Femmes";"50-59 ans";"Agriculteurs exploitants";;2;;
"Pirae";"Tahiti";"Femmes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";10;33;10;2,8
"Pirae";"Tahiti";"Femmes";"50-59 ans";"Cadres et professions intellectuelles supérieures";34;68;34;2,29411764705882
"Pirae";"Tahiti";"Femmes";"50-59 ans";"Professions intermédiaires";42;72;42;2,35714285714286
"Pirae";"Tahiti";"Femmes";"50-59 ans";"Employés";46;141;46;3,02173913043478
"Pirae";"Tahiti";"Femmes";"50-59 ans";"Ouvriers";6;23;6;4,33333333333333
"Pirae";"Tahiti";"Femmes";"50-59 ans";"Sans emploi";24;405;24;1,375
"Pirae";"Tahiti";"Femmes";"60-69 ans";"Artisans, commerçants et chefs d'entreprise";12;24;12;2
"Pirae";"Tahiti";"Femmes";"60-69 ans";"Cadres et professions intellectuelles supérieures";6;15;6;1,66666666666667
"Pirae";"Tahiti";"Femmes";"60-69 ans";"Professions intermédiaires";2;6;2;1,5
"Pirae";"Tahiti";"Femmes";"60-69 ans";"Employés";12;24;12;2,75
"Pirae";"Tahiti";"Femmes";"60-69 ans";"Ouvriers";;2;;
"Pirae";"Tahiti";"Femmes";"60-69 ans";"Sans emploi";58;447;58;1,10344827586207
"Pirae";"Tahiti";"Femmes";"70-79 ans";"Artisans, commerçants et chefs d'entreprise";1;3;1;2
"Pirae";"Tahiti";"Femmes";"70-79 ans";"Professions intermédiaires";3;3;3;1
"Pirae";"Tahiti";"Femmes";"70-79 ans";"Employés";1;2;1;2
"Pirae";"Tahiti";"Femmes";"70-79 ans";"Ouvriers";;2;;
"Pirae";"Tahiti";"Femmes";"70-79 ans";"Sans emploi";46;273;46;1,08695652173913
"Pirae";"Tahiti";"Femmes";"80 ans et plus";"Artisans, commerçants et chefs d'entreprise";;1;;
"Pirae";"Tahiti";"Femmes";"80 ans et plus";"Sans emploi";44;145;44;1,13636363636364
"Pukapuka";"Pukapuka";"Hommes";"0-9 ans";"Né après le 22/08/1998";;13;;
"Pukapuka";"Pukapuka";"Hommes";"10-19 ans";"Sans emploi";1;15;1;5
"Pukapuka";"Pukapuka";"Hommes";"10-19 ans";"Né après le 22/08/1998";;4;;
"Pukapuka";"Pukapuka";"Hommes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";;1;;
"Pukapuka";"Pukapuka";"Hommes";"20-29 ans";"Employés";2;2;2;5
"Pukapuka";"Pukapuka";"Hommes";"20-29 ans";"Ouvriers";4;5;4;4,25
"Pukapuka";"Pukapuka";"Hommes";"20-29 ans";"Sans emploi";;4;;
"Pukapuka";"Pukapuka";"Hommes";"30-39 ans";"Employés";3;3;3;4,33333333333333
"Pukapuka";"Pukapuka";"Hommes";"30-39 ans";"Ouvriers";7;9;7;4,57142857142857
"Pukapuka";"Pukapuka";"Hommes";"30-39 ans";"Sans emploi";;1;;
"Pukapuka";"Pukapuka";"Hommes";"40-49 ans";"Employés";4;4;4;3,5
"Pukapuka";"Pukapuka";"Hommes";"40-49 ans";"Ouvriers";1;1;1;4
"Pukapuka";"Pukapuka";"Hommes";"40-49 ans";"Sans emploi";1;4;1;6
"Pukapuka";"Pukapuka";"Hommes";"50-59 ans";"Agriculteurs exploitants";2;2;2;7
"Pukapuka";"Pukapuka";"Hommes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";1;1;1;6
"Pukapuka";"Pukapuka";"Hommes";"50-59 ans";"Professions intermédiaires";1;1;1;3
"Pukapuka";"Pukapuka";"Hommes";"50-59 ans";"Employés";3;3;3;2,66666666666667
"Pukapuka";"Pukapuka";"Hommes";"50-59 ans";"Ouvriers";2;2;2;1,5
"Pukapuka";"Pukapuka";"Hommes";"50-59 ans";"Sans emploi";1;4;1;3
"Pukapuka";"Pukapuka";"Hommes";"60-69 ans";"Sans emploi";1;3;1;3
"Pukapuka";"Pukapuka";"Hommes";"70-79 ans";"Sans emploi";1;2;1;1
"Pukapuka";"Pukapuka";"Femmes";"0-9 ans";"Né après le 22/08/1998";;18;;
"Pukapuka";"Pukapuka";"Femmes";"10-19 ans";"Sans emploi";;14;;
"Pukapuka";"Pukapuka";"Femmes";"10-19 ans";"Né après le 22/08/1998";;10;;
"Pukapuka";"Pukapuka";"Femmes";"20-29 ans";"Agriculteurs exploitants";;1;;
"Pukapuka";"Pukapuka";"Femmes";"20-29 ans";"Professions intermédiaires";1;2;1;4
"Pukapuka";"Pukapuka";"Femmes";"20-29 ans";"Sans emploi";;8;;
"Pukapuka";"Pukapuka";"Femmes";"30-39 ans";"Agriculteurs exploitants";;1;;
"Pukapuka";"Pukapuka";"Femmes";"30-39 ans";"Employés";;1;;
"Pukapuka";"Pukapuka";"Femmes";"30-39 ans";"Sans emploi";1;6;1;5
"Pukapuka";"Pukapuka";"Femmes";"40-49 ans";"Agriculteurs exploitants";;1;;
"Pukapuka";"Pukapuka";"Femmes";"40-49 ans";"Employés";3;3;3;3,66666666666667
"Pukapuka";"Pukapuka";"Femmes";"40-49 ans";"Sans emploi";;4;;
"Pukapuka";"Pukapuka";"Femmes";"50-59 ans";"Agriculteurs exploitants";;1;;
"Pukapuka";"Pukapuka";"Femmes";"50-59 ans";"Employés";1;2;1;2
"Pukapuka";"Pukapuka";"Femmes";"50-59 ans";"Ouvriers";;1;;
"Pukapuka";"Pukapuka";"Femmes";"50-59 ans";"Sans emploi";1;6;1;1
"Pukapuka";"Pukapuka";"Femmes";"60-69 ans";"Sans emploi";;2;;
"Pukapuka";"Pukapuka";"Femmes";"80 ans et plus";"Sans emploi";1;1;1;1
"Punaauia";"Tahiti";"Hommes";"0-9 ans";"Né après le 22/08/1998";;2096;;
"Punaauia";"Tahiti";"Hommes";"10-19 ans";"Agriculteurs exploitants";;3;;
"Punaauia";"Tahiti";"Hommes";"10-19 ans";"Artisans, commerçants et chefs d'entreprise";1;3;1;2
"Punaauia";"Tahiti";"Hommes";"10-19 ans";"Professions intermédiaires";;2;;
"Punaauia";"Tahiti";"Hommes";"10-19 ans";"Employés";7;12;7;4
"Punaauia";"Tahiti";"Hommes";"10-19 ans";"Ouvriers";7;24;7;4,85714285714286
"Punaauia";"Tahiti";"Hommes";"10-19 ans";"Sans emploi";39;1157;39;3,66666666666667
"Punaauia";"Tahiti";"Hommes";"10-19 ans";"Né après le 22/08/1998";;970;;
"Punaauia";"Tahiti";"Hommes";"20-29 ans";"Agriculteurs exploitants";5;15;5;3,6
"Punaauia";"Tahiti";"Hommes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";54;89;54;3,87037037037037
"Punaauia";"Tahiti";"Hommes";"20-29 ans";"Cadres et professions intellectuelles supérieures";88;113;88;2,70454545454545
"Punaauia";"Tahiti";"Hommes";"20-29 ans";"Professions intermédiaires";117;186;117;2,96581196581197
"Punaauia";"Tahiti";"Hommes";"20-29 ans";"Employés";172;314;172;4,03488372093023
"Punaauia";"Tahiti";"Hommes";"20-29 ans";"Ouvriers";191;363;191;4,16230366492147
"Punaauia";"Tahiti";"Hommes";"20-29 ans";"Sans emploi";179;1049;179;3,5586592178771
"Punaauia";"Tahiti";"Hommes";"30-39 ans";"Agriculteurs exploitants";21;21;21;3,42857142857143
"Punaauia";"Tahiti";"Hommes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";198;211;198;3,80808080808081
"Punaauia";"Tahiti";"Hommes";"30-39 ans";"Cadres et professions intellectuelles supérieures";317;330;317;3,02839116719243
"Punaauia";"Tahiti";"Hommes";"30-39 ans";"Professions intermédiaires";321;350;321;3,26168224299065
"Punaauia";"Tahiti";"Hommes";"30-39 ans";"Employés";328;391;328;3,89634146341463
"Punaauia";"Tahiti";"Hommes";"30-39 ans";"Ouvriers";354;438;354;4,68079096045198
"Punaauia";"Tahiti";"Hommes";"30-39 ans";"Sans emploi";86;384;86;3,62790697674419
"Punaauia";"Tahiti";"Hommes";"40-49 ans";"Agriculteurs exploitants";19;19;19;3,94736842105263
"Punaauia";"Tahiti";"Hommes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";312;326;312;3,91666666666667
"Punaauia";"Tahiti";"Hommes";"40-49 ans";"Cadres et professions intellectuelles supérieures";383;388;383;3,35248041775457
"Punaauia";"Tahiti";"Hommes";"40-49 ans";"Professions intermédiaires";327;335;327;3,51376146788991
"Punaauia";"Tahiti";"Hommes";"40-49 ans";"Employés";305;321;305;3,94754098360656
"Punaauia";"Tahiti";"Hommes";"40-49 ans";"Ouvriers";404;439;404;4,72277227722772
"Punaauia";"Tahiti";"Hommes";"40-49 ans";"Sans emploi";101;324;101;3,42574257425743
"Punaauia";"Tahiti";"Hommes";"50-59 ans";"Agriculteurs exploitants";21;21;21;5,04761904761905
"Punaauia";"Tahiti";"Hommes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";210;217;210;3,18095238095238
"Punaauia";"Tahiti";"Hommes";"50-59 ans";"Cadres et professions intellectuelles supérieures";305;309;305;2,76065573770492
"Punaauia";"Tahiti";"Hommes";"50-59 ans";"Professions intermédiaires";171;173;171;3,21052631578947
"Punaauia";"Tahiti";"Hommes";"50-59 ans";"Employés";203;209;203;4,14285714285714
"Punaauia";"Tahiti";"Hommes";"50-59 ans";"Ouvriers";172;188;172;4,69186046511628
"Punaauia";"Tahiti";"Hommes";"50-59 ans";"Sans emploi";157;536;157;2,59235668789809
"Punaauia";"Tahiti";"Hommes";"60-69 ans";"Agriculteurs exploitants";6;6;6;2,83333333333333
"Punaauia";"Tahiti";"Hommes";"60-69 ans";"Artisans, commerçants et chefs d'entreprise";68;70;68;2,97058823529412
"Punaauia";"Tahiti";"Hommes";"60-69 ans";"Cadres et professions intellectuelles supérieures";96;97;96;2,53125
"Punaauia";"Tahiti";"Hommes";"60-69 ans";"Professions intermédiaires";35;36;35;2,54285714285714
"Punaauia";"Tahiti";"Hommes";"60-69 ans";"Employés";24;25;24;2,83333333333333
"Punaauia";"Tahiti";"Hommes";"60-69 ans";"Ouvriers";16;19;16;3,25
"Punaauia";"Tahiti";"Hommes";"60-69 ans";"Sans emploi";317;655;317;2,24921135646688
"Punaauia";"Tahiti";"Hommes";"70-79 ans";"Agriculteurs exploitants";4;4;4;3,5
"Punaauia";"Tahiti";"Hommes";"70-79 ans";"Artisans, commerçants et chefs d'entreprise";13;13;13;3
"Punaauia";"Tahiti";"Hommes";"70-79 ans";"Cadres et professions intellectuelles supérieures";6;6;6;2,83333333333333
"Punaauia";"Tahiti";"Hommes";"70-79 ans";"Professions intermédiaires";2;2;2;1,5
"Punaauia";"Tahiti";"Hommes";"70-79 ans";"Employés";2;2;2;8
"Punaauia";"Tahiti";"Hommes";"70-79 ans";"Ouvriers";4;4;4;3,25
"Punaauia";"Tahiti";"Hommes";"70-79 ans";"Sans emploi";207;358;207;2,02415458937198
"Punaauia";"Tahiti";"Hommes";"80 ans et plus";"Cadres et professions intellectuelles supérieures";1;1;1;1
"Punaauia";"Tahiti";"Hommes";"80 ans et plus";"Professions intermédiaires";1;1;1;1
"Punaauia";"Tahiti";"Hommes";"80 ans et plus";"Employés";1;1;1;4
"Punaauia";"Tahiti";"Hommes";"80 ans et plus";"Ouvriers";2;2;2;7,5
"Punaauia";"Tahiti";"Hommes";"80 ans et plus";"Sans emploi";67;108;67;2,04477611940298
"Punaauia";"Tahiti";"Femmes";"0-9 ans";"Né après le 22/08/1998";;1998;;
"Punaauia";"Tahiti";"Femmes";"10-19 ans";"Agriculteurs exploitants";;3;;
"Punaauia";"Tahiti";"Femmes";"10-19 ans";"Cadres et professions intellectuelles supérieures";;1;;
"Punaauia";"Tahiti";"Femmes";"10-19 ans";"Professions intermédiaires";;1;;
"Punaauia";"Tahiti";"Femmes";"10-19 ans";"Employés";1;16;1;2
"Punaauia";"Tahiti";"Femmes";"10-19 ans";"Ouvriers";;5;;
"Punaauia";"Tahiti";"Femmes";"10-19 ans";"Sans emploi";15;1207;15;3
"Punaauia";"Tahiti";"Femmes";"10-19 ans";"Né après le 22/08/1998";;887;;
"Punaauia";"Tahiti";"Femmes";"20-29 ans";"Agriculteurs exploitants";;3;;
"Punaauia";"Tahiti";"Femmes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";9;54;9;2,77777777777778
"Punaauia";"Tahiti";"Femmes";"20-29 ans";"Cadres et professions intellectuelles supérieures";21;101;21;2,28571428571429
"Punaauia";"Tahiti";"Femmes";"20-29 ans";"Professions intermédiaires";48;268;48;2,54166666666667
"Punaauia";"Tahiti";"Femmes";"20-29 ans";"Employés";78;537;78;3,29487179487179
"Punaauia";"Tahiti";"Femmes";"20-29 ans";"Ouvriers";13;73;13;4,15384615384615
"Punaauia";"Tahiti";"Femmes";"20-29 ans";"Sans emploi";42;1290;42;2,97619047619048
"Punaauia";"Tahiti";"Femmes";"30-39 ans";"Agriculteurs exploitants";1;7;1;5
"Punaauia";"Tahiti";"Femmes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";23;105;23;2,82608695652174
"Punaauia";"Tahiti";"Femmes";"30-39 ans";"Cadres et professions intellectuelles supérieures";56;276;56;2,23214285714286
"Punaauia";"Tahiti";"Femmes";"30-39 ans";"Professions intermédiaires";97;460;97;2,83505154639175
"Punaauia";"Tahiti";"Femmes";"30-39 ans";"Employés";139;624;139;3,02158273381295
"Punaauia";"Tahiti";"Femmes";"30-39 ans";"Ouvriers";26;112;26;4,76923076923077
"Punaauia";"Tahiti";"Femmes";"30-39 ans";"Sans emploi";29;614;29;2,3448275862069
"Punaauia";"Tahiti";"Femmes";"40-49 ans";"Agriculteurs exploitants";2;4;2;2
"Punaauia";"Tahiti";"Femmes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";56;173;56;3,26785714285714
"Punaauia";"Tahiti";"Femmes";"40-49 ans";"Cadres et professions intellectuelles supérieures";56;246;56;2,39285714285714
"Punaauia";"Tahiti";"Femmes";"40-49 ans";"Professions intermédiaires";108;369;108;2,38888888888889
"Punaauia";"Tahiti";"Femmes";"40-49 ans";"Employés";179;637;179;3,04469273743017
"Punaauia";"Tahiti";"Femmes";"40-49 ans";"Ouvriers";33;108;33;4,12121212121212
"Punaauia";"Tahiti";"Femmes";"40-49 ans";"Sans emploi";33;624;33;2,84848484848485
"Punaauia";"Tahiti";"Femmes";"50-59 ans";"Agriculteurs exploitants";2;3;2;2
"Punaauia";"Tahiti";"Femmes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";30;91;30;2,73333333333333
